question,label,doc_id,claim_id,evidence_docs
Patients in stable partnerships progress from HIV to death at the same rate as patients not in partnerships.,REFUTE,17077004,925,17077004
Patients with common epithelial cancers  are more likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.,SUPPORT,16390264,926,16390264
Patients with common epithelial cancers are less likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.,REFUTE,16390264,927,16390264
Patients with microcytosis and higher erythrocyte count are more vulnerable to severe malarial anaemia when infected with Plasmodium falciparum.,REFUTE,18174210,928,18174210
Patients with microcytosis and higher erythrocyte count were more resistant to severe malarial anaemia when infected with Plasmodium falciparum.,SUPPORT,18174210,929,18174210
Patients with panic anxiety show decreased CSF levels of hypocretin.,REFUTE,16056514,930,16056514
Pediatric SCD patients with vaso-occlusive crisis show increased morphine use after breathing 80 ppm iNO for 4 hours.,SUPPORT,14711483,933,14711483
Perigenital skin is not the primary site of HIV acquisition.,NOT_ENOUGH_INFO,8563659,934,
Peroxynitrite is required for induction of T cell tolerance.,SUPPORT,5483793,935,5483793
Persister cells provide relapse resistance in cancer patients.,NOT_ENOUGH_INFO,26231129,938,
Persistor cells are one reason for incomplete responses to Tyrosine kinase inhibitor (TKI) therapy in cancer patients.,NOT_ENOUGH_INFO,26231129,939,
Pharmacist attendance at ward rounds increases adverse events in wards.,REFUTE,12258338,940,12258338
Pharmacist attendance at ward rounds reduces adverse events in wards.,SUPPORT,12258338,941,12258338
Phase information is useful for predicting donor-recipient matches in organ transplantation.,SUPPORT,11527199,942,11527199
Physical activity does not improve cognitive function in individuals with Alzheimers.,REFUTE,1642727,944,1642727
Physical activity level has no association with the difference in maximal oxygen consumption between black and white youth.,NOT_ENOUGH_INFO,8428935,945,
Physical activity level is associated with the difference in maximal oxygen consumption between black and white youth.,NOT_ENOUGH_INFO,8428935,946,
Physical injury represses transgultaminase activity.,NOT_ENOUGH_INFO,13578199,949,
Piezo1 channels are sensors for cell migration in epithelial cells.,SUPPORT,21414718,951,21414718
Pioglitazone use is not associated with an increased risk of prostate cancer.,REFUTE,3355397,952,3355397
Pioglitazone use is significantly associated with an increased risk of pancreatic cancer.,SUPPORT,3355397,953,3355397
Pioglitazone use is significantly associated with an increased risk of prostate cancer.,SUPPORT,3355397,954,3355397
Pioneer factor OCT3/4 interacts with major chromatin remodeling factors.,SUPPORT,2078658,955,2078658|30507607
Polymeal nutrition increases cardiovascular mortality.,REFUTE,8780599,959,8780599
Post-transcriptional handling of mitochondrial transcripts occurs in mitochondrial RNA granules.,SUPPORT,13931771,962,13931771|935538|4306711
Pre-mRNAs associated with spliceosomal components are less stable than unassociated splicing substrates.,REFUTE,4162857,963,4162857
Pre-mRNAs associated with spliceosomal components are more stable than unassociated splicing substrates.,SUPPORT,4162857,964,4162857
Prescribed exercise training improves quality of life.,SUPPORT,40817021,965,40817021
PrimPol degrades short DNA replication intermediates on the leading strand during DNA replication.,NOT_ENOUGH_INFO,19356271,969,
PrimPol generates short DNA replication intermediates on the leading strand during DNA replication.,NOT_ENOUGH_INFO,19356271,970,
Primary cervical cancer screening with HPV detection has lower longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,REFUTE,46695481,972,46695481|27873158|28617573|9764256
Primary cervical cytology screening with HPV detection has higher longitudinal sensitivity to detect severe cervical intraepithelial neoplasia than conventional cytology.,SUPPORT,27446873,973,27446873|27873158|28617573|9764256
Primary pro-inflammatory cytokines suppress secondary pro- and anti-inflammatory mediators.,NOT_ENOUGH_INFO,5304891,976,
Pro-inflammatory cytokines are up regulated during tumor development.,SUPPORT,14075252,977,39264456
Pro-inflammatory cytokines are up repressed during tumor development.,NOT_ENOUGH_INFO,14075252,978,
Progerin induces premature aging in stem cells.,SUPPORT,11659421,979,11659421
Propriospinal interneurons that play a role in the plastic reorganization of spinal circuits are integral for recovery from spinal cord injury.,SUPPORT,20128547,980,20128547
Pseudogene PTENP1 encodes a transcript that regulates PTEN expression.,SUPPORT,6828370,984,6828370
Pseudoknots are not evolutionarily conserved in most eukaryotes.,NOT_ENOUGH_INFO,3033830,988,
"Pure neural progenitor cell (NPC) populations can only be obtained from cell cultures that undergo passaging, filtration, or other isolation and cell sorting methods.",NOT_ENOUGH_INFO,9988425,989,
Pyridostatin decreases telomere fragility in BRCA2-deficient cells.,REFUTE,16472469,990,16472469
Pyridostatin deregulates G2/M progression.,SUPPORT,16472469,992,16472469
Pyridostatin encourages proliferation of homologous recombination - defective cells.,REFUTE,16472469,994,16472469
Pyridostatin induces checkpoint activation.,SUPPORT,16472469,996,16472469
Pyridostatin induces double-strand breaks accumulation.,SUPPORT,16472469,997,16472469
Pyridostatin prevents double-strand breaks accumulation.,REFUTE,16472469,998,16472469
Pyridostatin reduces proliferation of homologous recombination - defective cells.,SUPPORT,16472469,999,16472469
Pyridostatin stabilizes the G - quadruplex in the telomeric region.,SUPPORT,16472469,1000,16472469
R2D2 stops miRNA production by increasing the selectivity of Dcr2 for long dsRNA.,NOT_ENOUGH_INFO,5702790,1001,
RA activation of DIF2 and NB4 cells induces hallmarks of transcriptionally active promoters.,NOT_ENOUGH_INFO,13639330,1002,
RAD52 is involved in break-induced DNA replication (BIR).,SUPPORT,14332945,1003,14332945|4319844|4899981
RANK-RANKL pathway signalling has no known association with development of Aire-expressing medullary thymic epithelial cells.,REFUTE,301838,1004,301838|2734421|3952288
RANK-RANKL pathway signalling is linked to development of Aire-expressing medullary thymic epithelial cells.,SUPPORT,301838,1005,301838|2734421|3952288
RTEL1 interacts with TRF2 through a C4C4 motif,SUPPORT,4926049,1006,4926049
RUNX is not expressed in skin tissue.,NOT_ENOUGH_INFO,2547636,1008,
RUNX1 is downregulated or mutated in TLX1 T-ALL.,SUPPORT,1982286,1009,1982286
Radioiodine treatment of non-toxic multinodular goitre increases thyroid volume.,REFUTE,9745001,1011,9745001
Rapamycin delays aging in fruit flies.,SUPPORT,6277638,1015,6277638
Rapamycin increases the concentration of triacylglycerols in fruit flies.,NOT_ENOUGH_INFO,6277638,1016,
Rapid phosphotransfer rates are correlated with histidine kinase regulator specificity.,SUPPORT,11603066,1018,11603066
Recognition of start codons depends on the translation initiation factor IF3.,SUPPORT,16927286,1023,16927286
Reduced levels of lipolysis leads to higher P38 phosphorylation in adipose tissue.,NOT_ENOUGH_INFO,32408470,1025,
Reduced phosphorylation of PP2A increases HDAC4 dephosphorylation by enhancing PP2A-HDAC4 interaction.,NOT_ENOUGH_INFO,3113630,1026,
Reduced phosphorylation of PP2A suppresses HDAC4 dephosphorylation.,NOT_ENOUGH_INFO,3113630,1027,
Reduced responsiveness to interleukin-2 in regulatory T cells is associated with autoimmune diseases such as Type 1 Diabetes.,SUPPORT,13923140,1028,13923140|11899391
Reducing H3k4me3 methylation induces mouse epiblast stem cells to naive pluripotency efficiently.,SUPPORT,6441369,1030,6441369
Reduction of Rpl38 alters the composition of the Hox gene mRNAs translation in mice without lowering overall protein synthesis.,SUPPORT,12486491,1031,12486491
Reduction of purity of cytoplasmic membranes isolated from overexpressors is indicated by stronger spots for OmpA in 2D BN-PAGE gels.,NOT_ENOUGH_INFO,6836086,1032,
Reduction of purity of cytoplasmic membranes isolated from overexpressors is indicated by stronger spots for OmpF in 2D BN-PAGE gels.,NOT_ENOUGH_INFO,6836086,1033,
Removal of H3K9me3 by ectopic expression of other H3K9 demethylases decreases reprogramming efficiency in SCNT experiments.,REFUTE,4547102,1034,4547102
Removal of H3K9me3 by ectopic expression of other H3K9 demethylases improves reprogramming efficiency in SCNT experiments.,SUPPORT,4547102,1035,4547102
Removal of H3K9me3 improves reprogramming efficiency in human somatic cell nuclear transfer experiments.,SUPPORT,4547102,1036,4547102
Replacement of OCT4 and SOX2 genes with GATA3 has the ability to reprogram human cells.,NOT_ENOUGH_INFO,16287725,1037,
Replacement of OCT4 and SOX2 genes with GATA3 is not capable of reprogramming human cells.,NOT_ENOUGH_INFO,16287725,1038,
Replacement of histone H2A with H2A.Z accelerates gene activation in yeasts by destabilizing +1 nucleosomes.,SUPPORT,25254425,1040,25254425
Repressing IL-18 has negative effects on atherosclerotic lesion composition and progression.,REFUTE,17421851,1042,17421851
Retinoic acid receptor-related orphan receptor gamma (RORγ) is a therapeutic target for castration-resistant prostate cancer (CRPC),SUPPORT,17671145,1043,17671145
Rhythmic expression of Cry1 translates directly into a circadian regulation of cAMP signaling in gluconeogenesis.,SUPPORT,22500262,1044,22500262
Rhythmic expression of Cry1 translates directly into a circadian regulation of cAMP signaling in hepatic glucose metabolism.,SUPPORT,22500262,1045,22500262
Ribosomal protein (RP) expression is controlled in part by stress-activated regulators.,NOT_ENOUGH_INFO,418246,1046,
Ribosome-inactivating protein-2 (RIP-2) interacts with the p75 NTR death domain,NOT_ENOUGH_INFO,14706752,1047,
Ribosomopathies have a high degree of cell and tissue specific pathology.,SUPPORT,12486491,1048,12486491
Risedronate increases risk of vertebral and non-vertebral fractures.,REFUTE,19878070,1050,19878070
Rising temperatures caused by global warming increases risk of dengue fever transmission.,NOT_ENOUGH_INFO,18816720,1052,
Rising temperatures caused by global warming lowers the risk of dengue fever transmission.,NOT_ENOUGH_INFO,18816720,1053,
Risk of cardiovascular events can be cut by a third by using antihypertensive drug therapy among hemodialysis patients.,SUPPORT,10072941,1054,10072941
Risk-adjusted mortality rates are similar in teaching and non-teaching hospitals.,SUPPORT,13906581,1055,13906581
Rotator cuff exercises are more effective than general exercise therapy in reducing pain and improving function of the shoulder.,SUPPORT,4200695,1056,4200695
Roughly 55% of women with chronic pelvic pain have no underlying pathology.,NOT_ENOUGH_INFO,13027590,1058,
Satellite cell dysfunction is a key factor in sarcopenia development.,REFUTE,20418809,1065,20418809
ScPif1p has higher binding ability to G-rich ssDNA than to non-G-rich ssDNA.,NOT_ENOUGH_INFO,4429668,1067,
ScPif1p has reduced binding ability to G-rich ssDNA compared to non-G-rich ssDNA.,NOT_ENOUGH_INFO,4429668,1068,
Scapular stabilizer exercises are more effective than general exercise therapy in reducing pain and improving function of the shoulder.,SUPPORT,4200695,1069,4200695
Self-advocacy training is effective at decreasing homelessness.,NOT_ENOUGH_INFO,25649714,1070,
Sepsis related mortality has remained stable between 2009-2014.,SUPPORT,4824840,1072,4824840
Sepsis related mortality has risen from 2009 to 2014.,REFUTE,4824840,1073,4824840
Sequence conservation in gene regulatory regions between species is a high-accuracy predictor of conserved functionality.,NOT_ENOUGH_INFO,14658685,1074,
Sequence conservation in gene regulatory regions between species is a poor predictor of conserved functionality.,NOT_ENOUGH_INFO,14658685,1075,
Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,REFUTE,5691302,1081,5691302
Side effects associated with antidepressants increases risk of stroke.,SUPPORT,5691302,1084,5691302
Side effects associated with antidepressants lower risk of myocardial infarction.,NOT_ENOUGH_INFO,5691302,1085,
Sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,REFUTE,39281140,1087,39281140
Smc5/6 engagment halts the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,REFUTE,17628888,1090,17628888
Sn is present on mature DCs during inflammation in vivo.,NOT_ENOUGH_INFO,2603304,1091,
Specialized functional cell types can be derived from human pluripotent stem cells.,NOT_ENOUGH_INFO,29638116,1096,
Splenomegaly is observed in knockin mouse lacking the SHP-2 MAPK pathway.,SUPPORT,26851674,1097,26851674
Stacking is more stable when a purine is present in the +5 position (C1698).,NOT_ENOUGH_INFO,13552682,1098,
Stiff substrates encourage mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,REFUTE,3874000,1101,3874000
Stiff substrates inhibit mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,SUPPORT,3874000,1102,3874000
Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,REFUTE,3898784,1103,3898784
Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.,SUPPORT,6710713,1105,6710713
Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.,REFUTE,6710713,1106,6710713
Suboptimal nutrition is a leading cause of premature death,SUPPORT,13770184,1109,13770184|8582337
Sudden death can occur in patients with complex ventricular arrhythmias.,NOT_ENOUGH_INFO,1686881,1111,
Sudden death can occur in patients with orthostatic hypertension without cardiac conduction abnormalities.,NOT_ENOUGH_INFO,1686881,1112,
"Surfactin producing cells and exopolymer producing cells cooperate to generate ""Van Gogh"" bundles that have sliding abilities on specialized media.",SUPPORT,12824568,1114,12824568
Surgical treatment is not superior to non-surgical in treating adults with displaced fractures of the proximal humerus.,SUPPORT,44048701,1115,44048701
Sweet taste receptors on the tongue are deactivated by between 1 and 10 mM glucose.,NOT_ENOUGH_INFO,23351136,1118,
Sympathetic nerve activity is elevated throughout normal pregnancy.,SUPPORT,5323845,1119,5323845|18997216|13907928
Sympathetic nerve activity is reduced throughout normal pregnancy.,REFUTE,5323845,1120,5323845|18997216|13907928
Systemic immunosuppressive (IS) therapy does not enhance the chance of cancer mortality in patients with inflammatory eye disease (IED),SUPPORT,21009874,1125,21009874
Systemic immunosuppressive (IS) therapy increases the chance of cancer mortality in patients with inflammatory eye disease (IED),REFUTE,21009874,1126,21009874
Systemic lupus erythematosus is a risk factor for cardiovascular disease.,SUPPORT,27466734,1127,27466734
T cell receptor /CD3 microdomains are required to induce the immunologic synapse.,SUPPORT,33499189,1128,33499189
TMEM27 is a marker for beta cells.,SUPPORT,24142891,1133,24142891
TNFAIP3 is a glioblastoma tumor enhancer.,SUPPORT,33370,1134,33370
TNFAIP3 is a glioblastoma tumor suppressor.,REFUTE,33370,1135,33370
TNFAIP3 is a tumor enhancer in glioblastoma.,SUPPORT,33370,1136,33370
TRAP+ osteoclasts regulate mature osteoblast maintenance.,SUPPORT,6796297,1138,6796297
Taking 400mg of α-tocopheryl acetate does not prevent prostate cancer.,SUPPORT,12009265,1139,12009265
Taking 400mg of α-tocopheryl acetate in combination with vitamin C reduces the risk of prostate cancer.,REFUTE,12009265,1141,12009265
Taking anti-depresents is associated with a decrease in the Aβ level in the brain of experimental animals.,SUPPORT,5260382,1142,5260382
Taxation of sugar-sweetened beverages reduced the incidence rate of type II diabetes in India.,SUPPORT,10071552,1145,10071552
Ten percent (10%) of kidney cancers in the UK are attributable to excess weight.,SUPPORT,4828631,1148,4828631
The C-type lectin receptor (CLEC-2) rearranges the actin cytoskeleton in dendritic cells to promote efficient motility along stromal surfaces.,SUPPORT,7370282,1153,7370282
The DESMOND program caused substantial weight loss in most participants.,REFUTE,12584053,1156,12584053
The DESMOND program demonstrates no significant impact on biochemical outcomes.,SUPPORT,12584053,1157,12584053
The DESMOND program demonstrates no significant impact on lifestyles outcomes.,SUPPORT,12584053,1158,12584053
The DESMOND program demonstrates no significant impact on weight loss.,SUPPORT,12584053,1159,12584053
The DEXI promoter region is bound by multiple transcription factors in a murine haematopoietic progenitor cell line.,NOT_ENOUGH_INFO,13048272,1161,
The DdrB protein from Deinococcus radiodurans functions as a pentamer.,SUPPORT,15305881,1162,15305881
The G34R/V mutation creates a hypomethylated phenotype at the H3K36 histone.,NOT_ENOUGH_INFO,4455466,1164,
The G34R/V mutation does not create a hypomethylated phenotype at the H3K36 histone.,NOT_ENOUGH_INFO,4455466,1165,
The H2A-H2B eviction defect is compensated for by other histone chaperone(s).,NOT_ENOUGH_INFO,9889151,1166,
The HSV-2 infection is typically asymptomatic.,NOT_ENOUGH_INFO,8563659,1168,
The M2-phenotype in brown adipose tissue macrophages increases brown adipose tissue thermogenic activity.,SUPPORT,4319174,1169,4319174
The NF-κB essential modulator gene induces intestinal inflammation by promoting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.,REFUTE,18956141,1170,18956141
The NF-κB essential modulator gene prevents intestinal inflammation by inhibiting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.,SUPPORT,18956141,1171,18956141
The PDPN gene deactivates the C-type lectin receptor (CLEC-2).,REFUTE,7370282,1173,7370282
The PPR MDA5 has twenty N-terminal CARD domains.,NOT_ENOUGH_INFO,31272411,1174,
The PRDM1 gene is a key determinant of primordial germ cells.,SUPPORT,13910150,1176,13910150
"The PRDM1 gene, when combined with the PRDM14 gene, plays an important role during primordial germ cell specification.",SUPPORT,13910150,1177,13910150
The PRR MDA5 has a C-terminal domain.,NOT_ENOUGH_INFO,31272411,1178,
The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).,SUPPORT,301838,1181,301838|2734421|39128592|3952288
The Snf1 complex regulates carbon and energy metabolism in baker's yeast (Saccharomyces cerevisiae).,SUPPORT,14541844,1182,14541844
The TRaF1/C5 rs10818488 allele polymorphism regulates the neighboring C5 gene.,NOT_ENOUGH_INFO,1967017,1183,
The US health care system can save up to $5 billion if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.,REFUTE,16737210,1184,16737210
The World Health Organization's (WHO) data collection process is biased downward by unequal selection of larger outbreaks.,NOT_ENOUGH_INFO,7485455,1186,
The ability of activator E2Fs in preventing cell death is limited to terminally differentiated cells.,NOT_ENOUGH_INFO,4394817,1188,
The amount of publicly available DNA data doubles every 10 months.,NOT_ENOUGH_INFO,30655442,1190,
"The appearance of brown-like or beige cells primarily occurs in visceral fat, not subcutaneous fat.",NOT_ENOUGH_INFO,20532591,1193,
The artifactual C-terminal helix swapping in the StART domain is observed in the Ups1-Mdm35 heterodimer of the StARkin superfamily.,NOT_ENOUGH_INFO,26283293,1195,
The combination of physical examinations with C-reactive protein values do not improve the accuracy of radiographic verified pneumonia predictions.,REFUTE,5558754,1205,5558754
The composition of myosin-II isoform switches from the A isoform to the B isoform during hematopoietic differentiation.,NOT_ENOUGH_INFO,18909530,1206,
The cytokine receptor which regulates chemotaxis and formation of lymph nodes is involved in production of myeloperoxidase in the left atrium.,NOT_ENOUGH_INFO,10284593,1208,
The deamination of cytidine to uridine on the minus strand of viral DNA can inactivate the viral genome by inducing G-to-A mutations.,SUPPORT,4347374,1209,4347374
The density of cytokine receptor bearing cells affects the distance over which cytokines act.,SUPPORT,4928282,1210,4928282
The density of cytokine receptor bearing cells has no effect on the distance over which cytokines act.,REFUTE,4928282,1211,4928282
The deregulated and prolonged activation of monocytes has deleterious effects in chronic infectious conditions.,NOT_ENOUGH_INFO,6493422,1212,
The deregulated and prolonged activation of monocytes improves inflammatory disease outcomes.,NOT_ENOUGH_INFO,6493422,1214,
The effect of Lipopolysaccharides on kidney barrier function is dependent on inflammation levels.,NOT_ENOUGH_INFO,16355392,1215,
The first MBT repeat of the four malignant brain tumor (4MBT) domain of Drosophila's Sfmbt and of the orthologous mammalian L3MBTL2 is required for the interaction with the spacer region of Drosophila's Pleiohomeotic (Pho) or its human ortholog YY1.,NOT_ENOUGH_INFO,15635366,1218,
"The gene daf-16, which encodes forkhead Box O (FOXO), is required for all phenotypes associated with reduced insulin/insulin-like growth factor (Igf) signaling.",NOT_ENOUGH_INFO,9393969,1219,
The generation of reactive oxygen species by activated oncogenes contributes to the increased genomic instability of leukaemia cells.,SUPPORT,13023410,1220,13023410
The innate immune response struggles to remove small numbers of parasites.,REFUTE,5289038,1223,5289038
The latent infection of myeloid cells with human cytomegalovirus induces a number of changes in gene expression.,SUPPORT,21932050,1224,21932050|34016987
The mean suicide rate in women is higher after miscarriage than live birth.,SUPPORT,25641414,1227,25641414
The mean suicide rate in women is lower after miscarriage than live birth.,REFUTE,25641414,1228,25641414
The microtubule-dependent delivery and secretion of matrix metalloproteases (MMPs) is partially responsible for the disassembly of adhesion sites.,SUPPORT,1676568,1229,1676568
The minor G allele of FOXO3 downregulates pro-inflammatory cytokines.,SUPPORT,13905670,1230,13905670
The minor G allele of FOXO3 is related to less severe symptoms of Crohn's Disease.,SUPPORT,13905670,1231,13905670
The minor G allele of FOXO3 up-regulates IL-10.,SUPPORT,13905670,1234,13905670
The morphology change from large white adipocytes to small brown adipocytes is a sign of decreased energy expenditure potential in white adipose tissue.,NOT_ENOUGH_INFO,17973161,1235,
The morphology change from large white adipocytes to small brown adipocytes is a sign of increased energy expenditure potential in white adipose tissue.,NOT_ENOUGH_INFO,17973161,1236,
The most prevalent adverse events to Semaglutide are cardiovascular.,REFUTE,3654468,1237,3654468
The most prevalent adverse events to Semaglutide are gastrointestinal.,SUPPORT,3654468,1238,3654468
The myocardial cell lineage originally develops from cardiac progenitors of exclusively endodermal origin.,REFUTE,21387297,1239,4427392
The number of unfertilized oocytes in mated hermaphrodites increases with age.,NOT_ENOUGH_INFO,18949516,1244,
The one-child policy has created a hospitable environment for female infants.,REFUTE,7662395,1246,7662395
The origin of the CRF01_1b2k protein occurred between 1923 and 1956.,NOT_ENOUGH_INFO,5114282,1247,
The peak incidence of fractures occurs during pubertal growth spurt in early adolescents.,SUPPORT,7209559,1248,7209559
The peak incidence of fractures occurs in toddlers.,REFUTE,7209559,1249,7209559
The predominant localization of Linc00173 is in mononuclear macrophage nuclei.,NOT_ENOUGH_INFO,3321943,1253,
The proliferative capacity of neural progenitors differs across species.,SUPPORT,16939583,1254,16939583
The proliferative capacity of progenitors is regulated cell-autonomously.,SUPPORT,16939583,1255,16939583
The proportion of people with visual difficulty is two times higher in low-income countries than in high-income countries.,NOT_ENOUGH_INFO,581832,1257,
The recruitment of Wdr5 to its target loci depends on Kat8.,SUPPORT,12040627,1258,12040627
The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is independent of the patient's genetic make-up.,REFUTE,24341590,1260,24341590
The removal of reactive oxygen species by activated oncogenes contributes to the increased genomic instability of leukaemia cells.,REFUTE,13023410,1261,13023410
The repeat-variable diresidue (RVD) in the loop of Transcription-Activator Like (TAL) effectors specifies the nucleotides-amino acid contact at the target promoter element.,SUPPORT,3981729,1263,3981729
The risk of breast cancer among parous women decreases with placental weight of pregnancies.,REFUTE,37480103,1265,37480103
The risk of cancer rises with level of alcohol consumption.,SUPPORT,52072815,1268,52072815
The risk of female prisoners harming themselves is ten times that of male prisoners.,SUPPORT,13900610,1269,13900610
The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) is decorated with VgrG and PAAR proteins.,NOT_ENOUGH_INFO,27731651,1275,
The tissue surrounding the granuloma in an immune cell induces an anti-inflammatory immune response.,SUPPORT,3475317,1276,3475317
Therapeutics receiving accelerated approval encounter a lower frequency of post-marketing safety events,REFUTE,3578380,1284,3578380
There is a positive correlation between hip fractures and statin use.,REFUTE,4687948,1288,4687948
There is a relation between Erythromycin use and hypertrophic pyloric stenosis.,SUPPORT,21239672,1289,21239672
There is no association between HNF4A mutations and diabetes risks.,NOT_ENOUGH_INFO,56893404,1291,
There is no increased risk of hypospadias with clomiphene.,REFUTE,43329366,1293,43329366
There is no known interaction between Pioneer factor OCT3/4 and major chromatin remodeling factors.,REFUTE,2078658,1294,2078658|30507607
There is no relation between Erythromycin use and hypertrophic pyloric stenosis.,REFUTE,21239672,1295,21239672
There was an estimated 30 million cases of pneumonia in young children worldwide in 2010.,SUPPORT,9167230,1297,9167230
Thiopurine active metabolites can be catabolized through dephosphorylation of thioguanine nucleotides.,NOT_ENOUGH_INFO,6421792,1300,
Tirasemtiv has no effect on cardiac muscle.,NOT_ENOUGH_INFO,12631697,1302,
Tirasemtiv targets cardiac muscle.,NOT_ENOUGH_INFO,12631697,1304,
Tirasemtiv targets fast-twitch muscle.,SUPPORT,12631697,1305,12631697
Toll-like receptor (TLR) signaling is involved in the pathogenesis of human MDS.,NOT_ENOUGH_INFO,6000423,1306,
Tonic signaling from the scFv induces constitutive stimulation.,NOT_ENOUGH_INFO,18231807,1307,
Tonic signaling from the scFv is amplified by MyD88/CD40.,NOT_ENOUGH_INFO,18231807,1308,
Tonic signaling from the scFv prevents constitutive stimulation.,NOT_ENOUGH_INFO,18231807,1309,
Traditional reviews are biased in their interpretations.,NOT_ENOUGH_INFO,8042158,1310,
"Trans-acting factors, such as lncRNAs, influence mRNA translation.",SUPPORT,13763195,1311,13763195
Transcription factor EB induces transcription of pro-inflammatory cytokines in macrophages infected with Staphylococcus aureus.,SUPPORT,24177706,1312,24177706
Transcription rates in S. cerevisiae range between 0.7 and 2 kb/min.,NOT_ENOUGH_INFO,13072112,1314,
Transcription rates in S. cerevisiae range between 7 and 12 kb/min.,NOT_ENOUGH_INFO,13072112,1315,
Transplanted human glial progenitor cells can mature in their host animal.,SUPPORT,16284655,1322,16284655
Treatment with a protein named FN impairs regenerative abilities of aged muscles.,REFUTE,19912367,1323,19912367
Treatment with a protein named FN restores regenerative abilities of aged muscles.,SUPPORT,19912367,1324,19912367
Treatment with the EC uptake inhibitor AM404 resulted in a dose-dependent decrease in the expression of immobility.,NOT_ENOUGH_INFO,40476126,1325,
Tuberculosis incidence occurs at higher rates in more sparsely populated areas in the UK.,REFUTE,24241932,1327,24241932|22194407
Tuberculosis-induced granulomas express different immune system protein signatures than the surrounding tissue.,SUPPORT,3475317,1328,3475317
Tumor development occurs in conjunction with suppression of pro-inflammatory cytokines.,NOT_ENOUGH_INFO,14075252,1330,
Tumor development occurs in conjunction with upregulation of pro-inflammatory cytokines.,NOT_ENOUGH_INFO,14075252,1331,
Two variants of chromosome 6q21 are associated with radiation therapy-induced second malignancies in pediatric Hodgkin lymphoma patients.,SUPPORT,1649738,1333,1649738
Type 1 Diabetes is associated with subtle perturbations in T reg development.,SUPPORT,13923140,1334,13940200|11899391
Ultrasound guidance significantly reduces the number of needle insertion attempts necessary for a given procedure.,SUPPORT,15482274,1340,15482274
Ultrasound guidance significantly reduces the number of traumatic procedures when attempting needle insertion.,SUPPORT,15482274,1341,15482274
Understanding epigenetic regulation of replication is essential for the reational design of episomally replicating vectors.,NOT_ENOUGH_INFO,8148122,1342,
Up-regulation of the p53 pathway and related molecular events speeds cancer progression.,NOT_ENOUGH_INFO,9559146,1345,
"Upon developing tyrosine-kinase inhibitor resistance, new mutations in epidermal growth factor receptors emerge and cause treatment failure.",SUPPORT,9505402,1346,9505402
"Upon viral challenge, influenza-specific memory CD4+ T cells greatly diminish the early production of inflammatory chemokines in the lung.",REFUTE,19005293,1347,19005293
"Upon viral challenge, influenza-specific memory CD4+ T cells greatly enhance the early production of inflammatory chemokines in the lung.",SUPPORT,19005293,1348,19005293
Upregulation of PD1 causes the downmodulation of Satb1.,NOT_ENOUGH_INFO,5377642,1349,
Upregulation of PD1 causes the upregulation of Satb1.,NOT_ENOUGH_INFO,5377642,1350,
Upregulation of dynein in Drosophila neurons increases the number of microtubule plus-ends growing toward the cell body of each neuron.,REFUTE,28369117,1351,28369117
Urbanization is an important risk factor related to the transmission of dengue fever.,NOT_ENOUGH_INFO,18816720,1353,
V-9302 inhibits antitumor responses by decreasing cell death and oxidative stress.,REFUTE,5256564,1355,5256564
Vaccinating the gastrointestinal tract induces protection of rectal and vaginal mucosa.,SUPPORT,13764090,1356,13764090
Varenicline monotherapy is more effective after 26 weeks of treatment compared to combination nicotine replacement therapies with varenicline or bupropion.,REFUTE,11614737,1360,11614737
Varying expression levels of EBI2 affect the positioning and migration of B cells.,SUPPORT,15488881,1361,15488881|15058155
Venules have less significant tunica adventitia than arterioles.,NOT_ENOUGH_INFO,8290953,1364,
VgrG (Tssl) protein punctures membranes by forming a spike at the tip of the tube apparatus.,SUPPORT,4406819,1366,4406819
Vitamin D deficiency effects birth weight.,SUPPORT,2425364,1367,2425364
Vitamin D is an important factor in the relationship between calcium and parathyroid hormone.,SUPPORT,16256507,1371,16256507
Walking in traffic areas in London did not improve lung function in elderly adults.,SUPPORT,21003930,1372,21003930
Walking in traffic areas in London improves lung function in elderly adults.,REFUTE,21003930,1373,21003930
Weighed food records (WFR) result in high completion since they're cheap to run and impose low participant burden.,NOT_ENOUGH_INFO,21993510,1374,
